Grup,Code,Camp,Context,Proposta,Nota
8-EA77,DW-S01-EA77,Eave_Beam,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Eave_Surface,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Return_Wall,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Chamber_Roof,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Platform_Surface,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Anatomical_Connection,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mummification,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Funerary_Bundles,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Dispersed_Remains,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Flexed_Position,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Bone_Burning,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_Textiles,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_Wood,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_VegFiber,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_Ceramics,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_Fauna,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_DeerAntler,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mat_Other,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Looting,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Fire_Damage,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Animal_Activity,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Modern_Access,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Mortar_Present,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Plaster_Present,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Pigment_Present,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Dec_Present,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,RockArt_Present,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Chinking_Stones,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Recessed_Frame,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Human_Remains,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Support_Modified,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
9-REGLES: R1+R66,DW-S01-EA07,PATRO cambra,Facade_Flank=1 + murs de cambra comptats amb Sys_Chamber=Absent,,opcions: A = Sys_Chamber a Attested lost | B = L i el recompte a 0 (els murs no son de cambra)
9-REGLES: R1+R66,DW-S01-EA16,PATRO cambra,Facade_Flank=2 + murs comptats + R27 cossos basals,,
9-REGLES: R1+R66,DW-S01-EA71,PATRO cambra,Facade_Flank=2 + murs comptats,,
9-REGLES: R1+R66+R11,DW-S01-EA72,PATRO cambra+plataforma,"Facade_Flank=1, Transverse_Beams=1, cossos N1 sense portal",,
9-REGLES: R1+R66+R11,DW-S04-EA01,PATRO cambra,Facade_Flank=2 + murs + cossos N1 sense portal,,
9-REGLES: R1,DW-S03-EA03,Structural_Pilasters,K=2 amb Sys_Chamber=Absent,,A = alcar sistema | B = corregir K
9-REGLES: R1,DW-S01-EA07,Eave_Beam,S=1 amb Sys_Eave=Absent,,A = alcar Sys_Eave | B = S a 0
9-REGLES: R1,DW-S01-EA18,Interbody_Cornice,I=2 amb Sys_Interface=Absent,,A = alcar Sys_Interface | B = corregir I
9-REGLES: R11,DW-S01-EA62,N_Chamber_Bodies,"cossos comptats, Sys_Portal=Absent",,revisar: portal Attested? o cossos a 0
9-REGLES: R11,DW-S01-EA74,N_Chamber_Bodies,idem,,
9-REGLES: R11,DW-S02-EA04,N_Chamber_Bodies,idem,,
9-REGLES: R6,DW-S01-EA73,Upper_Crown,0 sobre Collapsed,,3 amb evidencia / 9 / confirmar 0 amb nota de superficie llegible
9-REGLES: R6,DW-S01-EA73,Tie_Walls,0 sobre Collapsed,,idem
9-REGLES: R27,DW-S01-EA04,N_Basal_Bodies,cossos basals amb B=0,,si es plataforma: Sys_Platform i cossos a 0; si es massa basal: B amunt
9-REGLES: R27,DW-S01-EA16,N_Basal_Bodies,idem,,
9-REGLES: R58,DW-S01-EA06,Crown_Format,R present sense format,,Closing panel / Projecting course / Flush course / ND
9-REGLES: R54,DW-S01-EA76,regla,CAV sobre suport Rock dihedral,,proposta meua: esmenar R54 perque CAV admeta Rock dihedral (decisio v25f del diedre); SI/NO
9-REGLES: v19,DW-S01-EA03,Jamb_Fabric_Reveal,finestra oberta (O a 0/2 amb portal),,confirmar 0 / pujar a 1 / 9
9-REGLES: v19,DW-S04-EA18,Jamb_Fabric_Reveal,idem,,
9-REGLES: v20,DW-S01-EA09,Outline band stroke,era organic,,amorphous o defined
9-REGLES: v20,DW-S01-EA28,Outline band stroke,era organic,,amorphous o defined
9-REGLES: v21,DW-S01-EA16,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA25,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA26,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA42,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA43,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA49,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA75,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S01-EA76,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S04-EA11,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S04-EA13,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S04-EA17,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S05-EA02,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
9-REGLES: v21,DW-S06-EA04,Masonry_Exists,declaracio v21: hi ha fabrica de masoneria?,0,0/1/9; els contextos naturals prefigurats a 0
