Grup,Code,Camp,Nom del camp,Context,Proposta,Instruccions
4-BIOARQ,DW-S01-EA32,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA32,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA32,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA32,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA32,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA32,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S01-EA32,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA32,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
7-ELEMENT,DW-S01-EA32,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
4-BIOARQ,DW-S01-EA33,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA33,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA33,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA33,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA33,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA33,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S01-EA33,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA33,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
7-ELEMENT,DW-S01-EA33,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
4-BIOARQ,DW-S01-EA37,Anatomical_Connection,Connexio anatomica,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA37,Mummification,Momificacio,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA37,Funerary_Bundles,Fardells funeraris,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA37,Dispersed_Remains,Restes disperses,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA37,Flexed_Position,Posicio flexionada,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
4-BIOARQ,DW-S01-EA37,Bone_Burning,Os cremat,Restes humanes = ENCARA BUIT,,"PRIMER ompli la fila 'Restes humanes' d'esta mateixa estructura (grup 7). Si alli poses 0, deixa esta cel.la buida i l'script hi posara el 0 de farciment; si poses 1, ompli aci amb: 0 = este fenomen no s'observa | 1 = s'observa | 9 = no avaluable."
3-MATERIALS,DW-S01-EA37,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA37,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
6-MACONERIA,DW-S01-EA37,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA37,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA37,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S01-EA37,Human_Remains,Restes humanes,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
7-ELEMENT,DW-S01-EA38,Platform_Surface,Superficie de plataforma (Z),el sistema Sys_Platform esta en 'Present partial' (finestra oberta),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
3-MATERIALS,DW-S01-EA38,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA38,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
7-ELEMENT,DW-S01-EA38,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
1-AUTOMATIC,DW-S01-EA39,Interbody_Cornice,Cornisa intranivell (I),el sistema Sys_Interface esta en 'Absent',0,"NO FACES RES. El sistema que governa este element esta tancat (absent o no aplicable), aixi que el camp rep un 0 de farciment per convencio. L'script ho fa sol."
7-ELEMENT,DW-S01-EA39,Platform_Surface,Superficie de plataforma (Z),el sistema Sys_Platform esta en 'Present partial' (finestra oberta),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
1-AUTOMATIC,DW-S01-EA39,Anatomical_Connection,Connexio anatomica,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S01-EA39,Mummification,Momificacio,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S01-EA39,Funerary_Bundles,Fardells funeraris,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S01-EA39,Dispersed_Remains,Restes disperses,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S01-EA39,Flexed_Position,Posicio flexionada,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
1-AUTOMATIC,DW-S01-EA39,Bone_Burning,Os cremat,Restes humanes = 0 (no n'hi ha),0,"NO FACES RES. Sense restes humanes, este camp de bioarqueologia es inaplicable i rep un 0 de farciment automatic."
3-MATERIALS,DW-S01-EA39,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S01-EA39,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
6-MACONERIA,DW-S01-EA39,Dec_Present,Decoracio present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA39,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
2-NATURAL,DW-S01-EA75,Mortar_Present,Morter present,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA75,Chinking_Stones,Falques entre carreus,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA22,Support_Modified,Suport modificat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
3-MATERIALS,DW-S04-EA12,Mat_Textiles,Materials: textils,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_Wood,Materials: fusta,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_VegFiber,Materials: fibra vegetal,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_Ceramics,Materials: ceramica,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_Fauna,Materials: fauna,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_DeerAntler,Materials: banya de cervol,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
3-MATERIALS,DW-S04-EA12,Mat_Other,Materials: altres,,0,"Prefigurat a 0 = cap material d'este tipus observat a l'estructura. DEIXA'L si es aixi; canvia a 1 si si que se'n va observar, o a 9 si no es va poder avaluar."
6-MACONERIA,DW-S01-EA35,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA35,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA03,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA73,Looting,Espoli,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA73,Fire_Damage,Dany per foc,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA73,Animal_Activity,Activitat animal,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
5-DANYS,DW-S01-EA73,Modern_Access,Acces modern,,,S'observa este tipus de dany o alteracio a l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S04-EA07,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S04-EA07,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Looting,Espoli,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Fire_Damage,Dany per foc,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Animal_Activity,Activitat animal,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Modern_Access,Acces modern,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Mortar_Present,Morter present,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
2-NATURAL,DW-S01-EA44,Chinking_Stones,Falques entre carreus,context natural (cova/ninxol/diedre),0,Prefigurat a 0 = 'ho vaig poder mirar i no n'hi ha'. DEIXA'L si es aixi. CANVIA'L A 9 si este aspecte no es podia observar (p.ex. interior inaccessible). Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA45,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA45,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA46,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA46,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
1-AUTOMATIC,DW-S01-EA47,Interbody_Cornice,Cornisa intranivell (I),el sistema Sys_Interface esta en 'Absent',0,"NO FACES RES. El sistema que governa este element esta tancat (absent o no aplicable), aixi que el camp rep un 0 de farciment per convencio. L'script ho fa sol."
6-MACONERIA,DW-S01-EA47,Mortar_Present,Morter present,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
6-MACONERIA,DW-S01-EA47,Chinking_Stones,Falques entre carreus,,,S'observa este tret a la fabrica de l'estructura? Clau: 0 = no n'hi ha (avaluat) | 1 = si que n'hi ha | 9 = no es va poder avaluar
7-ELEMENT,DW-S01-EA47,Recessed_Frame,Marc rebaixat,element sense sistema (sempre avaluable),,Avaluacio directa de l'element sobre model/fotos. Clau: 0 = avaluat i ABSENT | 1 = PRESENT complet | 2 = PRESENT parcial | 3 = PERDUT pero atestat (en queda evidencia) | 9 = NO OBSERVABLE
